CLIMATE_IDENTIFIER,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1183001,,,,15.394161419576417,14.388457142857144,15.285469107551487,13.898986448012755,16.18793556494916,15.475097098469272,15.78844616965407,16.383993624772312,16.72876712328767,16.586230636833047,
1173209,,,,,,,,,,,,,,
1173220,,,,,,,4.9189220052529405,5.237034498514965,5.007829591249281,4.851937804595034,4.967996342439136,5.051639344262295,5.145917309685593,4.232466895537028
1063303,29.61464640694619,,27.97751777930718,23.63887284905878,29.375758269428864,28.051885659380254,28.336730020609114,28.959582041566197,27.279576085704413,,,,,
1063461,28.160621161200602,25.073371428571427,25.74193175245807,23.52200460829493,26.32659193343349,24.668564126394052,27.740102681118085,25.245716244002743,,23.430823717582545,26.10736650347262,,,
1063496,20.574217857958438,20.99940040772275,20.58964281585944,18.29500808874509,19.23383657946295,18.72429210134128,19.140886811808958,19.425570776255707,,,,19.82152199762188,,
1113541,11.739423736565287,,,,,,,,,,,,,
1113543,,,,,12.023823158859237,11.55551732048635,11.438363989489318,12.273798627002288,11.450955705619778,11.438779009946268,11.04172366621067,11.417211703958692,11.719239631336405,11.451692005885239
10459NN,19.228123419322205,16.70525073746313,17.554289620599295,15.745152036718302,17.898547409356055,16.352125587257934,19.668110325963074,19.366190748143918,17.454991243432573,18.74237752655019,17.627766370066166,,,
1163781,,,,,11.441307578008916,11.378199268738575,11.767977207977207,12.030289175905818,11.358587589989716,11.365558221917496,11.976198610636601,12.045444165334551,11.89824480899392,
1163842,,12.066039899105709,12.58338431420531,10.61509347402225,10.735310960943764,10.688289322617681,11.125,11.232443578875014,10.597368421052632,10.560956084172004,11.124202258222876,11.247260273972604,,
1123996,,,,,,,,,,,,,,
1123939,7.524441900400687,8.451501949094244,8.253604943923095,7.656446630820272,7.829254345837145,7.637426900584796,7.3592930444697835,8.094514285714286,8.228228571428572,8.407318467695827,8.702758149076818,,,
1054222,24.78139209513816,24.344545777567216,23.19995152690257,22.014325323475045,22.14870442559046,22.99883626207378,24.173676912410446,22.68207558072345,22.142113783533766,21.17179251778747,24.275577749390315,,,
1054503,15.895398481973434,,,,17.750028692757947,17.822283609576427,17.151168117269812,,,,18.68127989068549,19.396870717222477,17.388085742771686,21.066568047337277
1114738,,,,,15.348519623594216,13.577382319173363,14.580540790385948,14.96122569239835,13.080484737624328,12.898754428065365,14.864497716894977,,13.308614668218858,
1114746,,,16.199335167354423,14.448825214899713,15.31607409964331,13.705604787662562,14.589898529244099,15.161312449982852,13.11066158971918,12.959702346880366,15.342072267183404,15.258060774762237,,
1184790,,,,,,,,,,,,,,
1184793,,,,,7.661312528682882,7.760233918128655,7.15733456732994,7.481951108064885,6.2666590467482,6.454379353659929,6.593282723717507,6.502397260273972,5.89545192861255,5.9539308963445166
1184791,,10.633103448275863,9.78429060030664,9.52200896448684,9.389770114942529,9.577963769777574,8.841059602649006,,8.295298165137615,9.1095717884131,9.444676651573204,9.66360338573156,,
1054929,,,,,,11.8122902441847,13.701917556550695,12.478511715530438,12.940934065934066,11.889321723189735,12.666895525803868,12.72395772848682,12.554457720588236,
1054920,,,,,,,,,,,,,,
1145297,4.845793324188386,4.970336037079954,4.825781159921596,4.808233276157805,4.428686357889898,4.203020521097533,4.333523570368679,4.21153182184371,3.9546337561421554,4.010639514929642,3.943161024702653,,,
1025369,,,,,,,,,,,,,,
1015630,3.7090499347645594,3.596770499312872,3.699792722247812,3.2540824483270527,3.4849145348170243,3.2311488580282335,3.281793229643184,3.2406392694063926,3.2067346237544383,3.035338517840805,3.3740301232314014,,,
1125852,7.018747789175805,7.130195177956372,,6.519766242695084,6.524665216893671,6.656890823691144,7.036216154461328,7.062492859590997,6.813507027768255,6.936629367435487,7.282735042735043,7.192180176060363,,
1086081,3.986360964138742,3.7320623916811093,3.797119670819522,3.6237714285714286,3.6006177782862374,3.5465767516287574,3.5998175806635504,4.026493091241293,3.6712093449381586,3.89529398228052,3.672887565834669,,,
1086082,,,,,,,,,,,,,,
1126146,,,,13.003549753807397,12.467740093639375,13.041294898192634,12.93151777575205,13.285061671996345,12.587597076290544,12.773983554134308,13.263097819883575,13.634920634920634,13.358044526050035,
1106178,5.506054375142792,5.462388023070315,5.1582848671456265,5.030271875713959,5.175480769230769,4.7487972508591065,5.0037662634101805,5.214669870694587,4.862830339778057,4.774674115456238,5.159096096781557,,,
1036B06,4.337622476685161,3.58908341915551,3.3148063781321184,4.268298287946685,4.311375873525032,4.174568719296241,4.652612282309808,4.957157664401705,4.384865366759517,4.355953611206798,4.559062321326472,,,
1026270,10.626369863013698,9.417465753424658,10.06615805055796,,,,,,,,,,,
1046395,,,,,,,,,,,,,,
1046392,10.216466995536763,9.026565899461811,,,,,,,,,,,,
1096453,11.101813590449954,11.810060408921933,10.953814574067739,10.550577208823865,10.55717231897342,10.278128950695322,9.95352289596894,11.076163124641011,10.444622609094033,10.188655413939603,11.834326989222655,,,
1096454,,,,5.644739884393063,5.667048710601719,5.324572477906576,5.177082143265166,5.5943007553215836,4.80876448319376,5.225938009787928,6.2270893371757925,6.0482632121976385,5.7059976931949254,6.313235294117647
1096439,11.720077661032436,12.705208929593589,11.626577920587561,11.649157238513045,11.388085598611914,11.110716739180216,10.957478340173278,12.091713596138375,11.486214391946001,11.395835716737215,13.123048877748662,,,
1066483,,,,,,,,,,,,,,
1126518,,,,,,5.125696969696969,5.092787034923534,5.201555708075955,5.0826256598577,5.3250657217967765,5.374615472257036,5.468757152666514,5.3884801103702005,
112FN0M,3.6291915480018373,,,,4.867063265072646,4.75174945508776,4.6471663619744055,4.706332876085963,4.602981969486824,4.878816018572258,4.983946795092306,4.770804114071996,,
1086558,6.517647058823529,6.655841175120496,6.383905925755131,5.933088909257562,6.091085936606019,5.8215307173092325,5.927281042762406,5.915191053122087,6.10273737258046,,6.351431504505532,,,
1096631,6.813700823421775,6.843438395415473,6.465182648401827,6.091989486915781,6.073692642178739,5.890136327185244,5.7304972627737225,6.087374199451052,5.918928203366541,5.940254091793522,6.327062896710906,,,
1096625,,,,,,,,,,,,,,
1096629,,8.165632183908047,7.663597652203936,7.185686431930267,6.977560276915732,7.153347231873987,7.277144502014968,7.856538153529344,7.477134670487106,7.295589123867069,7.87725096877137,8.148199797160244,,
1176745,,,6.887814981014843,6.6733772995487675,6.238027501185396,6.19510155316607,6.520196257416704,7.112763037511437,6.711131449490905,6.83421052631579,6.6786832038947495,6.847184065934066,6.584273543633433,
1176755,,,,5.993081978554134,,,6.363760839799179,6.812314030670634,6.457845164254537,6.883574214269328,6.4852091518373,6.537593109869646,6.763180118228978,
1056869,,26.620499279884783,26.35068622811169,23.60722891566265,26.75498053583696,25.514151483900537,27.43851243440566,25.206967447173042,,,26.082887396106113,26.168721461187214,,
116FRMN,4.290934003197077,4.8124569855471435,4.855922551252847,4.700731595793324,4.41653308907717,4.289148351648351,4.2246203037569945,4.3694682675814756,4.08304538124856,4.107277936962751,4.238845144356955,,,
1057051,,,,9.437586525149976,11.778532765173328,11.074434026983765,14.290359383913291,,12.844207875457876,11.383859167809785,12.414731329690346,12.125200091470386,11.765687967760506,15.044607843137255
1057055,,17.646655231560892,17.744726941055752,,,,,,,,,,,
1057052,,19.341637010676155,19.730786983614124,17.587199060481502,19.920618437752395,,21.322492297158508,18.97917858368608,19.409315455187016,18.15810004589261,19.884356841745472,,,
1037090,38.2287566293459,,34.3862483783465,32.145460837466835,35.092599088039286,32.9950991831972,36.33383147488217,,32.76604386677498,,,,,
1077498,,,,,,,,,,,,,,
1077501,,,,,6.553228021978022,6.213090325538744,6.2025793197900025,6.032073310423826,6.16913878348856,5.478739255014327,6.194231429552478,6.7653925383382925,6.283580374583477,5.912745098039216
1077499,8.011116725618999,7.834571853206814,7.766138295428441,6.8279805352798055,7.609949531362653,7.5000571624556995,7.376186663616608,7.397226753670473,7.504343850022862,6.704368709972552,7.379095523765574,,,
1037553,38.33629339176566,,,32.75522041763341,35.018333906267905,34.69611226132965,37.146237794371054,33.08598174043684,33.6555145362252,32.53476859313838,,,,
1157632,,,,,,,,,,,,,,
1157631,6.846438055651772,8.579231210556511,7.480541843645965,7.89163015909615,8.314048606994666,7.897472241908812,8.74211968935587,9.233287545787546,8.981951108064886,9.180219278209227,9.991330166270783,,,
1157630,,,,,,,,,,,,,,
10476F0,5.997477064220184,5.6414100949982835,5.720319634703197,5.282865329512894,5.234357093742838,4.96578947368421,4.9865296803652965,5.596497252747253,4.925231507945582,5.256253602305476,5.113418530351438,,,
1067741,,,,,,,,,,,,,,
1088015,8.131968540365486,9.18128788745282,8.478593446740495,8.084705075445816,8.45300515168861,7.916811292375333,7.730817466651465,8.663603996784197,7.306370302474794,7.394474378080935,8.687842778793419,,,
1068130,15.739696312364424,15.756144963987653,15.07630979498861,,,,,,,,,,,
1038204,,,,,,,,,,,,,,
1108446,,,,,,,,,,,,,,
1108447,13.291195614936623,13.467579908675798,13.8125,,,,,,,,,,,
1108395,,,,,13.086007995431181,13.30498399634202,14.267737159776791,13.237040420187258,13.441068981269986,12.914497716894978,13.628516114337774,14.312128825947921,13.292187679247448,
1108380,,,,,9.797684548372306,9.836711324859728,10.391928864569083,9.222882615156017,9.330793210945618,9.356147166361975,10.050576549834457,10.424019898140472,9.647437370719375,9.82448377581121
1128582,6.3032871377849045,6.2061940650023555,6.223489167616876,5.803477465110959,5.987551867219917,5.902654867256637,5.5842285714285715,5.324154478976234,5.336115239510689,5.305591372640957,5.688341318731463,,,
1018611,14.64095531939207,14.330016014641958,14.328223315410137,13.126916914625772,14.437321121923297,13.486037994964523,14.345732542218165,14.026607285600091,14.64301247567815,13.444152581087254,14.593006037134069,,,
1018615,,,,,,,,,,,,,,
1018620,10.711986301369864,10.482191780821918,9.229394353369763,,,,,,,,,,,
1018621,,,,,10.698205919323506,9.933478111784204,10.789725481262103,10.728414801279122,10.669753086419753,10.251713111009593,10.95657624800547,11.074954296160877,10.407458405048766,
1018598,6.430920301438684,6.05799265043638,6.109782484910602,5.559401416495317,6.014986843610571,5.459521355776938,5.788751714677641,5.795976683049491,5.7905513612445665,5.634277232244805,5.587551299589603,,,
1148705,6.615692096847876,,6.304358096137947,6.251699086008905,6.076008942228498,5.790099238402954,5.712140318697696,5.614645308924485,5.402788890158876,5.509384298466468,5.319971787939344,,,
1108824,4.516884906960716,4.05005753739931,3.9525598872710193,3.196096654275093,3.3041934005499543,3.096360723277638,3.511182108626198,2.977158519872088,2.946886446886447,2.620358734148292,2.7863646976418397,,,
1100875,3.1313529821304247,3.2353984393473634,3.1425600739371533,,,,,,,,,,,
1048899,,,,,,,,,,,,,,
1048898,,,,,,,,,,,,,,
1108910,5.527403516784654,5.396732922092758,5.250341685649203,4.508563598995204,4.86992524439333,4.26841620626151,5.126027397260274,4.896732922092758,4.8856136230182035,4.492123287671233,4.7614981785063755,,,
1098940,11.339271439990865,10.223592554527807,10.662910338069574,,,,,,,,,,,
