CLIMATE_IDENTIFIER,1,2,3,4,5,6,7,8,9,10,11,12
1037553,443.6,412.0,253.0,60.800000000000004,103.2,71.60000000000001,19.0,29.6,170.8,200.0,135.4,87.8
1157635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157631,56.3,38.4,51.6,43.0,35.1,38.0,31.799999999999997,87.0,16.9,70.3,126.3,102.0
10476F0,887.7,486.7,406.0,303.6,209.1,182.3,34.2,23.1,363.4,631.3,744.0,648.9
1067741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088015,52.5,15.4,19.0,2.5,6.7,16.4,15.5,32.4,40.8,32.0,33.7,51.8
1068134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108446,541.3,343.5,296.4,168.8,141.6,105.2,28.5,48.5,213.7,396.8,549.4,348.7
1108395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108380,306.3,233.5,203.4,129.9,105.3,93.1,24.0,41.4,163.3,230.8,367.2,293.8
1128582,92.2,53.5,28.0,16.9,47.1,108.7,50.199999999999996,31.0,29.1,58.2,128.7,83.0
1018611,256.0,204.8,130.8,77.0,52.8,43.4,17.2,7.0,93.8,216.4,357.2,195.8
1018633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018598,239.8,172.7,85.3,80.3,44.1,46.1,15.9,4.6,92.1,187.4,357.9,249.1
1148705,325.3,126.3,85.9,49.9,62.9,121.6,24.2,56.3,54.2,113.1,183.8,188.3
1108824,773.6,445.1,382.9,239.6,188.9,154.6,28.9,62.8,284.2,293.6,622.9,484.5
1100875,537.7,213.7,187.3,114.7,109.3,92.2,40.1,62.8,189.0,278.0,475.0,346.4
1048899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108910,250.0,143.4,166.6,67.6,101.60000000000001,59.4,12.0,10.8,2.4,98.2,140.6,139.4
1098941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
